Date,Open,High,Low,Close,Adj Close,Volume
11/03/2020,3.4,3.53,3.26,3.32,3.32,31099400
12/03/2020,3.06,3.23,2.98,3.13,3.13,52438300
13/03/2020,3.28,3.33,2.99,3.11,3.11,41770400
16/03/2020,2.87,3.11,2.75,2.94,2.94,41266200
17/03/2020,2.97,3.12,2.79,2.9,2.9,34862200
18/03/2020,2.4,2.58,2.11,2.43,2.43,94431900
19/03/2020,2.3,2.55,2.23,2.38,2.38,35499000
20/03/2020,2.49,2.64,2.35,2.4,2.4,50528400
23/03/2020,2.34,2.37,2.15,2.37,2.37,47435200
24/03/2020,2.55,2.75,2.4,2.6,2.6,64750100
25/03/2020,2.72,2.99,2.6,2.76,2.76,56588300
26/03/2020,2.81,3.07,2.78,2.93,2.93,43579400
27/03/2020,2.85,2.89,2.76,2.84,2.84,25132000
30/03/2020,2.81,2.83,2.7,2.71,2.71,20115300
31/03/2020,2.83,2.88,2.68,2.78,2.78,30261400
01/04/2020,2.63,2.76,2.6,2.65,2.65,17153800
02/04/2020,2.51,2.59,2.22,2.39,2.39,58942700
03/04/2020,2.45,2.49,2.33,2.4,2.4,19519500
06/04/2020,2.48,2.55,2.4,2.47,2.47,34866700
07/04/2020,2.81,2.81,2.65,2.7,2.7,46149600
08/04/2020,2.76,2.8,2.71,2.74,2.74,18312900
09/04/2020,2.82,2.82,2.63,2.67,2.67,32810000
13/04/2020,2.67,2.97,2.63,2.97,2.97,38421700
14/04/2020,3.15,3.16,2.92,3.01,3.01,36479000
15/04/2020,2.95,3.2,2.88,3.2,3.2,27529800
16/04/2020,3.3,3.41,3.2,3.25,3.25,37801700
17/04/2020,3.36,3.36,3.15,3.21,3.21,22831800
20/04/2020,3.18,3.35,3.05,3.19,3.19,18691700
21/04/2020,3.1,3.22,3.01,3.02,3.02,19789700
22/04/2020,3.09,3.15,3.05,3.09,3.09,14539900
23/04/2020,3.2,3.2,3.05,3.06,3.06,17434200
24/04/2020,3.08,3.1,2.91,2.94,2.94,22126200
27/04/2020,3,3.26,2.95,3.24,3.24,35641100
28/04/2020,3.4,3.45,3.2,3.34,3.34,36326800
29/04/2020,3.83,3.98,3.59,3.61,3.61,89238800
30/04/2020,3.63,3.72,3.37,3.41,3.41,44540400
01/05/2020,3.3,3.33,3.12,3.18,3.18,31268900
04/05/2020,3.08,3.36,3.08,3.34,3.34,23387500
05/05/2020,3.44,3.48,3.28,3.28,3.28,22315800
06/05/2020,3.59,3.65,3.45,3.62,3.62,54347800
07/05/2020,3.63,3.67,3.52,3.63,3.63,26736700
08/05/2020,3.68,3.8,3.6,3.77,3.77,27861700
11/05/2020,3.72,3.77,3.66,3.74,3.74,16585600
12/05/2020,3.74,3.78,3.61,3.62,3.62,21943800
13/05/2020,3.64,3.68,3.32,3.44,3.44,33946700
14/05/2020,3.33,3.52,3.27,3.45,3.45,20936400
15/05/2020,3.37,3.45,3.36,3.37,3.37,13699000
18/05/2020,3.5,3.69,3.5,3.61,3.61,27830200
19/05/2020,3.62,3.75,3.59,3.69,3.69,21707400
20/05/2020,3.76,3.82,3.4,3.48,3.48,52056900
21/05/2020,3.4,3.44,3.23,3.33,3.33,41628400
22/05/2020,3.33,3.34,3.18,3.27,3.27,22887300
26/05/2020,3.42,3.83,3.4,3.82,3.82,59847900
27/05/2020,4.01,4.2,3.9,4.17,4.17,70718900
28/05/2020,3.98,4.12,3.75,3.83,3.83,62756900
29/05/2020,3.82,4,3.73,3.98,3.98,50395400
01/06/2020,4,4.33,3.96,4.26,4.26,69222000
02/06/2020,4.36,4.73,4.35,4.7,4.7,82476600
03/06/2020,5,5.7,4.98,5.6,5.6,199210000
04/06/2020,6.01,6.2,5.61,5.97,5.97,173052600
05/06/2020,6.03,6.08,5.52,5.59,5.59,90811800
08/06/2020,5.81,6.08,5.68,5.97,5.97,85951600
09/06/2020,5.84,6.83,5.76,6.68,6.68,136907900
10/06/2020,6.72,6.95,6.16,6.3,6.3,100170700
11/06/2020,5.79,6.09,5.66,5.91,5.91,126509700
12/06/2020,6.2,6.32,5.92,6.1,6.1,59687700
15/06/2020,5.97,6.99,5.92,6.83,6.83,113694400
16/06/2020,7.43,7.44,6.53,6.99,6.99,130231400
17/06/2020,6.93,6.98,6.58,6.84,6.84,58835800
18/06/2020,6.8,7.36,6.78,7.18,7.18,78846400
19/06/2020,7.36,7.63,7.23,7.34,7.34,84604200
22/06/2020,7.86,7.9,7.38,7.43,7.43,112976000
23/06/2020,7.55,7.69,7.19,7.23,7.23,79863500
